"DateTime";"Final price";"Historical Low"
"2014-11-27 20:37:36";11,89;11,89
"2014-11-28 18:10:08";17,49;11,89
"2014-12-02 18:27:03";34,99;11,89
"2014-12-18 18:47:54";17,49;11,89
"2014-12-26 18:05:24";11,89;11,89
"2014-12-28 18:05:21";17,49;11,89
"2014-12-31 18:06:19";11,89;11,89
"2015-01-02 18:28:01";34,99;11,89
"2015-02-12 18:05:35";8,74;8,74
"2015-02-16 18:05:10";34,99;8,74
"2015-03-26 17:05:16";8,74;8,74
"2015-03-30 17:06:33";34,99;8,74
"2015-04-16 23:05:06";19,99;8,74
"2015-04-17 10:27:03";34,99;8,74
"2015-06-11 18:46:49";17,49;8,74
"2015-06-17 17:05:28";8,74;8,74
"2015-06-19 17:05:08";17,49;8,74
"2015-06-20 17:06:38";8,74;8,74
"2015-06-22 17:51:04";34,99;8,74
"2015-07-14 18:50:05";20,69;8,74
"2015-07-29 18:15:05";20,69;8,74
"2015-08-20 22:30:05";34,99;8,74
"2015-08-21 01:15:05";20,69;8,74
"2015-08-27 17:05:38";8,74;8,74
"2015-08-31 17:05:33";20,69;8,74
"2015-09-02 22:05:06";34,99;8,74
"2015-09-03 23:45:06";22,99;8,74
"2015-11-06 14:25:10";22,99;8,74
"2015-11-06 14:35:11";22,99;8,74
"2015-11-06 15:05:16";22,99;8,74
"2015-11-06 15:25:17";22,99;8,74
"2015-11-06 15:35:26";22,99;8,74
"2015-11-06 16:10:26";22,99;8,74
"2015-11-19 18:05:32";7,81;7,81
"2015-11-21 18:05:22";22,99;7,81
"2015-11-25 18:18:45";5,74;5,74
"2015-12-01 18:29:07";22,99;5,74
"2015-12-22 20:39:46";5,74;5,74
"2016-01-04 18:53:29";22,99;5,74
"2016-01-16 18:10:35";5,74;5,74
"2016-01-18 18:14:17";22,99;5,74
"2016-02-05 18:35:11";5,74;5,74
"2016-02-05 18:38:56";5,74;5,74
"2016-02-12 18:39:57";22,99;5,74
"2016-02-14 18:10:27";5,74;5,74
"2016-02-20 18:10:24";22,99;5,74
"2016-03-10 18:10:16";5,74;5,74
"2016-03-14 18:10:22";22,99;5,74
"2016-04-21 17:10:48";7,81;5,74
"2016-04-26 17:40:14";22,99;5,74
"2016-06-23 21:51:25";5,74;5,74
"2016-07-04 17:47:00";22,99;5,74
"2016-09-13 18:00:38";5,74;5,74
"2016-09-16 17:10:13";22,99;5,74
"2016-10-28 18:26:40";5,74;5,74
"2016-11-01 17:50:13";22,99;5,74
"2016-12-12 18:11:05";5,74;5,74
"2016-12-19 18:11:31";22,99;5,74
"2016-12-22 19:34:30";5,74;5,74
"2017-01-02 18:21:10";22,99;5,74
"2017-02-16 18:11:49";5,74;5,74
"2017-02-21 18:00:18";22,99;5,74
"2017-06-01 17:10:33";5,74;5,74
"2017-06-05 17:40:07";22,99;5,74
"2017-06-22 21:12:37";5,74;5,74
"2017-07-05 18:03:55";22,99;5,74
"2017-10-06 11:38:39";36,99;5,74
"2017-11-22 18:17:55";9,24;5,74
"2017-11-28 19:47:41";36,99;5,74
"2017-12-21 18:59:59";9,24;5,74
"2018-01-04 18:39:04";36,99;5,74
"2018-02-12 18:10:26";9,24;5,74
"2018-02-19 18:09:41";36,99;5,74
"2018-06-22 00:10:07";9,24;5,74
"2018-07-05 17:37:34";36,99;5,74
"2018-12-06 18:20:35";0;
"2018-12-10 18:25:19";36,99;5,74
"2019-02-04 19:18:49";12,57;5,74
"2019-02-11 21:31:30";36,99;5,74
"2019-03-14 17:21:20";9,24;5,74
"2019-03-21 17:06:29";36,99;5,74
"2019-05-07 17:10:14";9,24;5,74
