"DateTime";"Final price";"Historical Low"
"2017-02-24 18:40:51";27,99;27,99
"2017-06-22 19:15:58";18,47;18,47
"2017-07-05 18:20:11";27,99;18,47
"2017-08-03 17:10:18";18,47;18,47
"2017-08-07 17:10:52";27,99;18,47
"2017-10-26 17:50:24";18,47;18,47
"2017-10-26 18:08:41";27,99;18,47
"2017-10-27 18:23:29";18,47;18,47
"2017-11-01 17:26:24";27,99;18,47
"2017-11-22 18:54:29";18,47;18,47
"2017-11-28 18:24:32";27,99;18,47
"2017-12-07 18:10:43";18,47;18,47
"2017-12-09 18:10:36";27,99;18,47
"2017-12-21 19:59:43";18,47;18,47
"2018-01-04 18:48:48";27,99;18,47
"2018-02-15 18:18:16";18,47;18,47
"2018-02-19 18:30:20";27,99;18,47
"2018-03-20 17:00:23";18,47;18,47
"2018-03-22 17:00:35";27,99;18,47
"2018-03-31 17:10:24";18,47;18,47
"2018-04-02 17:10:45";27,99;18,47
"2018-04-12 17:10:55";18,47;18,47
"2018-04-16 17:50:40";27,99;18,47
"2018-06-21 23:47:00";18,47;18,47
"2018-07-05 17:44:13";27,99;18,47
"2018-08-23 17:11:01";18,47;18,47
"2018-08-27 17:11:40";27,99;18,47
"2018-10-29 17:49:35";18,47;18,47
"2018-11-01 17:36:04";27,99;18,47
"2018-11-21 20:45:27";18,47;18,47
"2018-11-27 18:57:33";27,99;18,47
"2018-12-20 20:05:05";18,47;18,47
"2019-01-03 19:37:49";27,99;18,47
"2019-01-24 20:40:23";18,47;18,47
"2019-01-28 18:26:00";27,99;18,47
"2019-02-04 19:29:19";18,47;18,47
"2019-02-11 21:43:06";27,99;18,47
"2019-06-25 21:45:49";16,79;16,79
"2019-07-09 19:37:04";27,99;16,79
"2019-10-28 18:24:53";13,99;13,99
"2019-11-01 17:19:34";27,99;13,99
"2019-12-19 18:05:39";13,99;13,99
"2020-01-02 18:14:25";27,99;13,99
"2020-01-23 18:12:02";13,99;13,99
"2020-01-27 19:25:56";27,99;13,99
"2020-04-28 17:20:11";13,99;13,99
"2020-05-01 17:14:18";27,99;13,99
"2020-06-25 17:08:36";13,99;13,99
"2020-07-09 18:10:40";27,99;13,99
"2020-08-09 17:05:18";13,99;13,99
"2020-08-15 17:05:30";27,99;13,99
"2020-10-29 17:03:55";13,99;13,99
"2020-11-02 19:08:41";27,99;13,99
"2020-11-25 18:12:53";13,99;13,99
"2020-12-01 19:11:44";27,99;13,99
"2020-12-22 18:14:15";13,99;13,99
"2021-01-05 19:16:45";27,99;13,99
"2021-06-24 17:34:07";13,99;13,99
"2021-07-08 17:50:58";27,99;13,99
"2021-08-07 17:05:08";13,99;13,99
"2021-08-14 17:07:01";27,99;13,99
"2021-10-28 17:37:34";13,99;13,99
"2021-11-01 17:11:36";27,99;13,99
"2021-11-24 18:01:56";13,99;13,99
"2021-11-24 18:07:58";27,99;13,99
"2021-11-24 18:13:17";13,99;13,99
"2021-12-01 18:20:25";27,99;13,99
"2021-12-22 18:08:31";13,99;13,99
"2021-12-22 18:15:18";13,99;13,99
"2022-01-05 18:20:37";27,99;13,99
"2022-01-27 18:21:53";13,99;13,99
"2022-02-03 18:21:55";27,99;13,99
"2022-02-21 18:21:38";13,99;13,99
"2022-02-25 18:01:31";27,99;13,99
"2022-05-02 17:21:37";11,19;11,19
"2022-05-09 17:21:42";27,99;11,19
"2022-06-23 17:08:43";13,99;11,19
"2022-07-07 17:21:56";27,99;11,19
"2022-10-25 17:18:13";13,99;11,19
"2022-11-01 17:21:39";27,99;11,19
"2022-11-22 18:09:06";13,99;11,19
"2022-11-29 18:27:27";27,99;11,19
"2022-12-22 18:08:53";13,99;11,19
"2023-01-05 18:28:07";27,99;11,19
"2023-01-31 21:50:04";46,99;11,19
"2023-03-16 17:28:01";23,49;11,19
"2023-03-23 17:21:54";46,99;11,19
"2023-06-29 17:25:57";23,49;11,19
"2023-07-13 17:21:55";46,99;11,19
"2023-10-26 17:21:34";23,49;11,19
"2023-11-02 17:26:34";46,99;11,19
"2023-11-21 18:26:14";23,49;11,19
"2023-11-28 18:27:02";46,99;11,19
"2023-12-21 18:07:27";23,49;11,19
"2024-01-04 18:27:20";46,99;11,19
"2024-03-14 17:15:46";23,49;11,19
"2024-03-21 17:27:07";46,99;11,19
"2024-06-27 17:50:23";23,49;11,19
"2024-07-11 17:27:03";46,99;11,19
"2024-10-28 17:21:39";23,49;11,19
"2024-11-04 18:21:38";46,99;11,19
"2024-11-27 18:21:22";23,49;11,19
"2024-12-04 18:27:07";46,99;11,19
"2024-12-19 20:30:30";23,49;11,19
"2025-01-02 19:01:25";46,99;11,19
"2025-01-09 18:01:22";23,49;11,19
"2025-01-16 18:01:22";46,99;11,19
"2025-03-13 17:16:12";23,49;11,19
"2025-03-20 18:01:11";46,99;11,19
"2025-06-26 17:20:41";23,49;11,19
"2025-06-26 19:57:51";23,49;11,19
"2025-07-10 17:11:08";46,99;11,19
"2025-08-25 17:11:08";23,49;11,19
"2025-08-27 15:35:09";23,49;11,19
"2025-08-27 15:35:09";;11,19
